movie_name,month,year,ratings,user_vote,genres,country
Starsky & Hutch,3.0,2004.0,6.1,155000,,
State of Play,4.0,2009.0,7.1,161000,,
Stay Alive,3.0,2006.0,5.0,34000,,
Stealing Harvard,9.0,2002.0,5.1,14000,,United States
Stealth,7.0,2005.0,5.1,56000,,
Steamboy,3.0,2005.0,6.8,19000,,Japan
Step Brothers,7.0,2008.0,6.9,319000,,
Step Up,8.0,2006.0,6.5,127000,,
Step Up 2 the Streets,2.0,2008.0,,,,
Step Up 3D,8.0,2010.0,6.2,60000,,
Step Up Revolution,7.0,2012.0,6.4,58000,,
Steve Jobs,10.0,2015.0,7.2,179000,,
Stick It,4.0,2006.0,6.4,30000,,
Still Alice,1.0,2015.0,7.5,144000,,
Stoker,3.0,2013.0,6.7,115000,,
Stolen,9.0,2012.0,5.5,46000,,
Stolen Summer,3.0,2002.0,6.5,29000,,United States
Stomp the Yard,1.0,2007.0,5.4,26000,,
Stone,10.0,2010.0,5.4,43000,,United States
Stop-Loss,3.0,2008.0,6.4,21000,,
Storks,9.0,2016.0,6.8,67000,,
Straight Outta Compton,8.0,2015.0,7.8,219000,,
Strange Wilderness,2.0,2008.0,5.2,23000,,
Stranger Than Fiction,11.0,2006.0,7.5,237000,Comedy Drama Fantasy Romance,
Straw Dogs,9.0,2011.0,5.8,36000,,
Strays,8.0,2023.0,6.3,30000,,
Street Fighter: The Legend of Chun-Li,2.0,2009.0,3.7,25000,,
Street Kings,4.0,2008.0,6.8,121000,,
Stronger,9.0,2017.0,6.9,50000,,
Stuart Little 2,7.0,2002.0,5.5,59000,,
Stuber,7.0,2019.0,6.2,51000,,
Stuck On You,2.0,2004.0,,,,
Suburbicon,10.0,2017.0,5.8,47000,,
Sucker Punch,3.0,2011.0,6.1,253000,,
Suffragette,10.0,2015.0,6.9,45000,,
Sugar & Spice,1.0,2001.0,5.7,15000,,United States
Suicide Squad,8.0,2016.0,5.9,723000,,
Sukkar banat,2.0,2008.0,,,,
Sully,9.0,2016.0,7.4,299000,,
Summer Catch,8.0,2001.0,5.1,17000,,United States
Sunshine,7.0,2007.0,7.2,268000,,
Sunshine Cleaning,3.0,2009.0,6.8,74000,,
Super,4.0,2011.0,6.7,84000,,United States
Super 8,6.0,2011.0,7.0,368000,,
Super Size Me,5.0,2004.0,7.2,113000,,
Super Troopers,2.0,2002.0,7.0,113000,,
Super Troopers 2,4.0,2018.0,6.0,28000,,
SuperFly,6.0,2018.0,5.2,76000,,United States
Superbabies: Baby Geniuses 2,8.0,2004.0,1.5,32000,,Germany United Kingdom United States
Superbad,8.0,2007.0,7.6,634000,,
Superfly,7.0,2018.0,,,,
Superhero Movie,3.0,2008.0,4.7,76000,,
Superman Returns,6.0,2006.0,6.1,292000,,
Supernova,1.0,2000.0,4.8,19000,Horror Sci-Fi Thriller,
Surfer Dude,9.0,2008.0,4.6,91000,,United States
Surf’s Up,6.0,2007.0,,,,
Surrogates,9.0,2009.0,6.3,180000,,
Survival of the Dead,5.0,2010.0,4.8,23000,,United States Canada
Suspect Zero,8.0,2004.0,5.8,21000,,
Suspiria,10.0,2018.0,6.7,93000,,
Sweeney Todd: The Demon Barber of Fleet Street,12.0,2007.0,7.3,387000,,
Sweet Home Alabama,9.0,2002.0,6.2,124000,,
Sweet Land,10.0,2006.0,7.1,42000,,United States
Sweet November,2.0,2001.0,6.7,95000,,
Swept Away,10.0,2002.0,3.6,18000,,United Kingdom Italy
Swimfan,9.0,2002.0,5.1,21000,,
Swimming Pool,7.0,2003.0,6.7,48000,,
Swing Vote,8.0,2008.0,6.1,19000,,
Swiss Army Man,6.0,2016.0,6.9,134000,,
Swordfish,6.0,2001.0,6.5,196000,,
Sydney White,9.0,2007.0,6.2,51000,,
Synecdoche New York,10.0,2008.0,7.5,98000,,United States
Syriana,11.0,2005.0,6.9,134000,,
T2 Trainspotting,3.0,2017.0,7.2,133000,,United Kingdom United States
T2: Trainspotting,1.0,2017.0,,,,
TMNT,3.0,2007.0,6.2,69000,,
Tae Guik Gi: The Brotherhood of War,9.0,2004.0,,,,
Tag,6.0,2018.0,6.5,147000,,
Take Me Home Tonight,3.0,2011.0,6.3,55000,,
Take Shelter,9.0,2011.0,7.3,108000,,
Take the Lead,4.0,2006.0,6.6,27000,,
Taken,1.0,2009.0,7.7,635000,,
Taken 2,10.0,2012.0,6.2,323000,,
Taken 3,1.0,2015.0,6.0,204000,,
Takers,8.0,2010.0,6.2,66000,,
Taking Lives,3.0,2004.0,6.2,95000,,
Taking Woodstock,8.0,2009.0,6.7,30000,,
Talk To Me,7.0,2023.0,,,,
Talladega Nights: The Ballad of Ricky Bobby,8.0,2006.0,6.6,200000,,
Tamara,2.0,2006.0,5.0,11000,,
Tammy,7.0,2014.0,4.9,55000,,
Tangled,11.0,2010.0,7.7,495000,,
Taxi,10.0,2004.0,4.5,45000,,
Teacher's Pet: The Movie,1.0,2004.0,,,,
Team America: World Police,10.0,2004.0,7.2,179000,,
Tears of the Sun,3.0,2003.0,6.6,131000,,
Ted,6.0,2012.0,6.9,658000,,
Ted 2,6.0,2015.0,6.3,234000,,
Teen Titans GO! To the Movies,7.0,2018.0,6.7,22000,,United States
Teen Titans Go! To The Movies,7.0,2018.0,,,,
Teenage Mutant Ninja Turtles,8.0,2014.0,5.8,220000,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,8.0,2023.0,7.2,64000,,
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,2016.0,5.9,100000,,
Terminator 2: Judgment Day,8.0,2017.0,8.6,12000000,,United States
Terminator 3: Rise of the Machines,7.0,2003.0,6.3,419000,,
Terminator Genisys,7.0,2015.0,6.3,293000,,United States Canada
Terminator Salvation,5.0,2009.0,6.5,378000,,
Terminator: Dark Fate,10.0,2019.0,6.2,193000,Action Adventure Sci-Fi,
Terminator: Genisys,6.0,2015.0,,,,
Testament of Youth,6.0,2015.0,7.2,31000,,
Texas Chainsaw 3D,7.0,2023.0,,,,
Thank You For Smoking,3.0,2006.0,,,,
Thank You for Smoking,3.0,2006.0,7.5,229000,,United States
Thank You for Your Service,10.0,2017.0,6.6,16000,,
Thanksgiving,11.0,2023.0,6.3,50000,Horror Mystery Thriller,
That Awkward Moment,1.0,2014.0,6.1,107000,,
That's My Boy,6.0,2012.0,5.5,109000,,United States
That’s My Boy,6.0,2012.0,,,,
The 15:17 to Paris,2.0,2018.0,5.3,36000,,
The 33,11.0,2015.0,6.9,40000,,
The 40 Year-old Virgin,8.0,2005.0,,,,
The 40-Year-Old Virgin,8.0,2005.0,7.1,468000,,United States
The 5th Wave,1.0,2016.0,5.2,117000,,
The 6th Day,11.0,2000.0,5.9,128000,,
The A-Team,6.0,2010.0,6.7,269000,,
The Accountant,10.0,2016.0,7.3,323000,,
The Addams Family,10.0,2019.0,5.8,45000,,
The Adjustment Bureau,3.0,2011.0,7.0,270000,,
The Adventures of Pluto Nash,8.0,2002.0,3.9,27000,,United States Australia
The Adventures of Rocky & Bullwinkle,6.0,2000.0,4.3,21000,Adventure Comedy Family Fantasy,
The Adventures of Sharkboy and Lavagirl in 3-D,6.0,2005.0,,,,
The Adventures of Tintin,12.0,2011.0,7.3,243000,,
The Age of Adaline,4.0,2015.0,7.2,204000,,
The Alamo,4.0,2004.0,6.0,22000,,United States
The Amazing Spider-Man,7.0,2012.0,6.9,703000,,
The Amazing Spider-Man 2,5.0,2014.0,6.6,539000,,
The American,9.0,2010.0,6.3,102000,,
The Amityville Horror,4.0,2005.0,5.9,117000,,
The Angry Birds Movie,5.0,2016.0,6.3,104000,,
The Angry Birds Movie 2,8.0,2019.0,6.4,35000,,
The Animal,6.0,2001.0,4.8,64000,,
The Ant Bully,7.0,2006.0,5.8,42000,,
The Apparition,8.0,2012.0,4.1,21000,,
The Art of Racing in the Rain,8.0,2019.0,7.6,38000,,
The Artist,11.0,2011.0,7.9,249000,,
The Assassination of Jesse James by the Coward Robert Ford,9.0,2007.0,7.5,193000,,
The Astronaut Farmer,2.0,2007.0,6.3,23000,,United States
The Avengers,5.0,2012.0,8.0,15000000,,
The Aviator,12.0,2004.0,7.5,384000,,
The Awakening,8.0,2012.0,6.4,69000,,
The BFG,7.0,2016.0,6.3,93000,,
The Back-up Plan,4.0,2010.0,5.3,52000,,
The Bad News Bears,7.0,2005.0,,,,
The Banger Sisters,9.0,2002.0,5.7,17000,,United States
The Bank Job,3.0,2008.0,7.2,189000,,
The Beaver,5.0,2011.0,6.6,51000,,
The Beguiled,6.0,2017.0,6.3,62000,,
The Believer,5.0,2002.0,7.1,41000,,United States
The Belko Experiment,3.0,2017.0,6.2,59000,,
The Benchwarmers,4.0,2006.0,5.5,55000,,
The Best Exotic Marigold Hotel,5.0,2012.0,7.2,100000,,
The Best Man Holiday,11.0,2013.0,6.6,17000,,
The Best of Enemies,4.0,2019.0,7.3,20000,,
The Best of Me,10.0,2014.0,6.7,78000,,
The Big Bounce,1.0,2004.0,4.9,19000,,
The Big Short,12.0,2015.0,7.8,486000,,
The Big Sick,6.0,2017.0,7.5,144000,,
The Big Wedding,4.0,2013.0,5.6,52000,,
The Big Year,10.0,2011.0,6.2,48000,,
The Birth of a Nation,10.0,2016.0,6.5,22000,,
The Black Dahlia,9.0,2006.0,5.6,77000,,
The Blind Side,11.0,2009.0,7.6,361000,,
The Boat That Rocked,11.0,2009.0,7.3,116000,Comedy Drama Music,
The Book Thief,11.0,2013.0,7.5,142000,,
The Book of Eli,1.0,2010.0,6.8,340000,,
The Book of Life,10.0,2014.0,7.2,78000,,
The Book of Mormon Movie Volume 1: The Journey,9.0,2003.0,3.0,532,,United States
The Boondock Saints 2: All Saints Day,10.0,2009.0,,,,
The Boondock Saints II: All Saints Day,10.0,2009.0,6.2,67000,,United States
The Boss,4.0,2016.0,5.4,49000,,
The Boss Baby,3.0,2017.0,6.3,142000,,
The Bounty Hunter,3.0,2010.0,5.5,134000,,
The Bourne Identity,6.0,2002.0,7.8,577000,,
The Bourne Legacy,8.0,2012.0,6.6,316000,,
The Bourne Supremacy,7.0,2004.0,7.7,487000,,
The Bourne Ultimatum,8.0,2007.0,8.0,659000,,
The Box,11.0,2009.0,5.6,95000,Drama Mystery Thriller,
The Boxtrolls,9.0,2014.0,6.8,62000,,
The Boy,1.0,2016.0,6.0,102000,,
The Boy Next Door,1.0,2015.0,4.7,46000,,
The Boy in the Striped Pyjamas,11.0,2008.0,,,,
The Brave One,9.0,2007.0,6.7,64000,,
The Break-Up,6.0,2006.0,5.8,139000,,
The Brothers,3.0,2001.0,6.3,51000,,
The Brothers Bloom,5.0,2009.0,6.7,53000,,
The Brothers Grimm,8.0,2005.0,5.9,126000,,
The Brothers Grimsby,3.0,2016.0,6.2,111000,,
The Brothers Solomon,9.0,2007.0,5.3,11000,,United States
The Bucket List,12.0,2007.0,7.4,260000,,
The Butler,8.0,2013.0,7.2,120000,,United States
The Butterfly Effect,1.0,2004.0,7.6,522000,,
The Bye Bye Man,1.0,2017.0,4.3,26000,,
The Cabin in the Woods,4.0,2012.0,7.0,451000,,
The Call,3.0,2013.0,6.7,130000,,
The Campaign,8.0,2012.0,6.1,137000,,
The Case for Christ,4.0,2017.0,6.3,10000,,
The Cat in the Hat,11.0,2003.0,4.1,88000,,United States Canada
The Cave,10.0,2019.0,7.5,29000,,
The Caveman's Valentine,3.0,2001.0,5.8,81000,,United States Canada
The Cell,8.0,2000.0,6.4,109000,Crime Horror Sci-Fi Thriller,
The Change-Up,8.0,2011.0,6.3,196000,,
The Children of Huang Shi,5.0,2008.0,7.0,10000,,
The Chronicles of Narnia: Prince Caspian,5.0,2008.0,6.5,226000,,
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,12.0,2005.0,6.9,429000,,United Kingdom United States
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12.0,2005.0,6.9,429000,Adventure Family Fantasy,
The Chronicles of Narnia: The Voyage of the Dawn Treader,12.0,2010.0,6.3,167000,,
The Chronicles of Riddick,6.0,2004.0,6.6,242000,,
The Circle,4.0,2017.0,5.4,100000,,
The City of Your Final Destination,4.0,2010.0,6.3,32000,,United States
The Cold Light of Day,9.0,2012.0,4.9,39000,,
The Collection,11.0,2012.0,6.1,54000,Horror Thriller,
The Collector,7.0,2009.0,6.3,72000,,
The Commuter,1.0,2018.0,6.3,126000,,
The Company,12.0,2003.0,6.2,68000,,United States Germany United Kingdom
The Company Men,1.0,2011.0,6.7,48000,,United States
The Company You Keep,4.0,2013.0,6.4,35000,,
The Conjuring,7.0,2013.0,7.5,556000,,
The Conjuring 2,6.0,2016.0,7.3,301000,,Canada United States United Kingdom
The Conjuring 2: The Enfield Poltergeist,6.0,2016.0,,,,
The Conspirator,4.0,2011.0,6.9,30000,,
The Constant Gardener,8.0,2005.0,7.4,149000,,
The Contender,10.0,2000.0,6.9,25000,,United States Germany United Kingdom
The Cookout,9.0,2004.0,3.8,34000,,United States
The Cooler,11.0,2003.0,6.9,36000,,
The Core,3.0,2003.0,5.5,107000,,
The Counselor,10.0,2013.0,5.4,106000,,
The Count of Monte Cristo,1.0,2002.0,7.7,149000,,
The Country Bears,7.0,2002.0,4.3,61000,,United States
The Covenant,9.0,2006.0,5.2,52000,,
The Crazies,2.0,2010.0,6.5,129000,,
The Creator,9.0,2023.0,6.7,162000,,
The Crimson Rivers,1.0,2001.0,6.9,66000,,France
The Crocodile Hunter: Collision Course,7.0,2002.0,5.4,82000,,Australia United States
The Croods,3.0,2013.0,7.1,232000,,
The Curious Case of Benjamin Button,12.0,2008.0,7.8,697000,,
The Current War: Director’s Cut,7.0,2019.0,,,,
The Curse of La Llorona,4.0,2019.0,5.3,58000,,
The Curse of the Jade Scorpion,8.0,2001.0,6.7,42000,,United States Germany
The DUFF,2.0,2015.0,6.4,102000,,
The Da Vinci Code,5.0,2006.0,6.6,459000,,
The Danish Girl,11.0,2015.0,7.1,199000,,
The Darjeeling Limited,9.0,2007.0,7.2,217000,,
The Dark Knight,7.0,2008.0,9.0,29000000,,
The Dark Knight Rises,7.0,2012.0,8.4,18000000,,
The Dark Tower,8.0,2017.0,5.6,146000,,
The Darkest Hour,12.0,2011.0,4.9,64000,,
The Darkest Minds,8.0,2018.0,5.7,36000,,
The Darkness,5.0,2016.0,4.5,17000,,
The Day After Tomorrow,5.0,2004.0,6.5,477000,,
The Day the Earth Stood Still,12.0,2008.0,5.5,179000,,
The Debt,8.0,2011.0,6.8,72000,,
The Deep End,8.0,2001.0,6.5,12000,,
The Departed,10.0,2006.0,8.5,14000000,,
The Descendants,11.0,2011.0,7.3,252000,,
The Descent,8.0,2006.0,7.2,247000,,
The Devil Inside,1.0,2012.0,4.2,38000,,
The Devil Wears Prada,6.0,2006.0,6.9,469000,,
The Devil's Double,7.0,2011.0,7.0,64000,,
The Devil's Rejects,7.0,2005.0,6.7,106000,,United States Germany
The Dictator,5.0,2012.0,6.4,335000,,
The Dilemma,1.0,2011.0,5.3,57000,,
The Disappointments Room,9.0,2016.0,3.9,10000,,United States
The Disaster Artist,12.0,2017.0,7.3,164000,,
The Divergent Series: Allegiant,3.0,2016.0,,,,
The Divergent Series: Insurgent,3.0,2015.0,6.2,255000,,
The Divine Secrets of the Ya-Ya Sisterhood,6.0,2002.0,,,,
The Door in the Floor,7.0,2004.0,6.6,16000,,United States
The Dreamers,2.0,2004.0,7.1,132000,,
The Dressmaker,9.0,2016.0,7.0,66000,,
The Drop,9.0,2014.0,7.0,162000,,
The Duchess,9.0,2008.0,6.9,87000,,
The Dukes of Hazzard,8.0,2005.0,5.1,82000,,
The Eagle,2.0,2011.0,6.2,74000,,
The Eclipse,3.0,2010.0,6.0,31000,,Ireland
The Edge of Seventeen,12.0,2016.0,7.3,140000,Comedy Drama,
The Emoji Movie,7.0,2017.0,3.4,71000,,
The Emperor's Club,11.0,2002.0,6.9,18000,,
The Emperor's New Groove,12.0,2000.0,7.4,226000,,
The Equalizer,9.0,2014.0,7.2,421000,,
The Equalizer 2,7.0,2018.0,6.7,199000,,
The Exorcism of Emily Rose,9.0,2005.0,6.7,140000,,
The Exorcist: Believer,10.0,2023.0,4.8,40000,,
The Expendables,8.0,2010.0,6.4,365000,,
The Expendables 2,8.0,2012.0,6.6,323000,,
The Expendables 3,8.0,2014.0,6.1,196000,,
The Express,10.0,2008.0,7.2,23000,,
The Eye,2.0,2008.0,5.4,56000,,
The Family,9.0,2013.0,6.3,123000,,
The Family Man,12.0,2000.0,6.8,119000,,
The Family Stone,12.0,2005.0,6.3,75000,,
The Farewell,7.0,2019.0,7.5,71000,,
The Fast and the Furious,6.0,2001.0,6.8,420000,,
The Fast and the Furious: Tokyo Drift,6.0,2006.0,6.0,300000,,
The Fate of the Furious,4.0,2017.0,6.6,254000,,
The Fault in Our Stars,6.0,2014.0,7.7,402000,,
The Favourite,11.0,2018.0,7.5,234000,,
The Fifth Estate,10.0,2013.0,6.2,43000,,
The Fighter,12.0,2010.0,7.8,389000,,
The Fighting Temptations,9.0,2003.0,5.6,76000,,
The Final Destination,8.0,2009.0,5.1,115000,,
The Finest Hours,1.0,2016.0,6.7,71000,,
The First Purge,7.0,2018.0,5.2,71000,,
The Five-Year Engagement,4.0,2012.0,6.2,103000,,
The Flash,6.0,2023.0,6.7,211000,,
The Flintstones in Viva Rock Vegas,4.0,2000.0,3.7,25000,Comedy Family Romance Sci-Fi,
The Florida Project,10.0,2017.0,7.6,129000,,
The Fog,10.0,2005.0,3.7,39000,,
The Forbidden Kingdom,4.0,2008.0,6.5,110000,,
The Foreigner,10.0,2017.0,7.0,123000,,
The Forest,1.0,2016.0,4.8,46000,,
The Forgotten,9.0,2004.0,5.8,68000,,
The Forsaken,4.0,2001.0,5.3,92000,,United States
The Founder,1.0,2017.0,7.2,178000,,
The Fountain,11.0,2006.0,7.2,249000,,
The Four Feathers,9.0,2002.0,6.5,36000,,United Kingdom United States
The Fourth Kind,11.0,2009.0,5.9,82000,Horror Mystery Sci-Fi Thriller,
The Future,7.0,2011.0,6.1,91000,,United States Germany France United Kingdom
The Gallows,7.0,2015.0,4.2,22000,,
The Gambler,12.0,2014.0,6.0,74000,,
The Game Plan,9.0,2007.0,6.4,100000,,
The Game of Their Lives,4.0,2005.0,6.1,35000,,United States
The Gentlemen,12.0,2019.0,7.8,403000,Action Crime,
The Ghost Writer,2.0,2010.0,7.2,171000,,
The Gift,12.0,2000.0,6.7,75000,,
The Girl Next Door,4.0,2004.0,6.7,240000,,
The Girl in the Spider’s Web,10.0,2018.0,,,,
The Girl on the Train,1.0,2010.0,6.0,17000,,
The Girl with the Dragon Tattoo,3.0,2010.0,7.8,223000,,
The Giver,8.0,2014.0,6.4,126000,,
The Glass House,9.0,2001.0,5.8,40000,,
The Golden Compass,12.0,2007.0,6.1,197000,,
The Goldfinch,9.0,2019.0,6.4,27000,,
The Good Dinosaur,11.0,2015.0,6.7,128000,,
The Good German,12.0,2006.0,6.0,26000,,United States
The Good Girl,8.0,2002.0,6.4,47000,,
The Good Guy,2.0,2010.0,5.8,98000,,United States
The Good Liar,11.0,2019.0,6.7,47000,Crime Drama Mystery Thriller,
The Good Shepherd,12.0,2006.0,6.7,109000,,
The Good Thief,4.0,2003.0,6.5,11000,,Ireland United Kingdom France Canada
The Good the Bad the Weird,4.0,2010.0,7.2,38000,,South Korea
The Goods: Live Hard Sell Hard,8.0,2009.0,5.7,23000,,United States
"The Goods: Live Hard, Sell Hard",8.0,2009.0,5.7,23000,Comedy,
The Gospel,10.0,2005.0,5.1,23000,,United States
The Gospel of John,9.0,2003.0,7.8,42000,,Canada United Kingdom
The Grand Budapest Hotel,3.0,2014.0,8.1,888000,,
The Great Debaters,12.0,2007.0,7.5,63000,,
The Great Gatsby,5.0,2013.0,7.2,598000,,
The Great New Wonderful,6.0,2006.0,5.6,16000,,United States
The Great Raid,8.0,2005.0,6.6,24000,,
The Great Wall,2.0,2017.0,5.9,147000,,
The Greatest,4.0,2010.0,6.6,95000,,United States
The Greatest Game Ever Played,9.0,2005.0,7.4,34000,,
The Greatest Movie Ever Sold,4.0,2011.0,6.6,15000,,United States
The Greatest Showman,12.0,2017.0,7.5,312000,,
The Green Hornet,1.0,2011.0,5.8,165000,,
The Green Inferno,9.0,2015.0,5.3,50000,,
The Grey,1.0,2012.0,6.7,264000,,
The Grinch,11.0,2018.0,6.4,91000,,France United States
The Grudge,10.0,2004.0,5.9,151000,,
The Grudge 2,10.0,2006.0,5.0,51000,,
The Guard,7.0,2011.0,7.3,96000,,
The Guardian,9.0,2006.0,6.9,98000,,
The Guilt Trip,12.0,2012.0,5.8,40000,,
The Gunman,3.0,2015.0,5.8,43000,,
The Guru,1.0,2003.0,5.4,16000,,United Kingdom France United States
The Hangover,6.0,2009.0,7.7,848000,,
The Hangover 3,5.0,2013.0,,,,
The Hangover Part II,5.0,2011.0,6.5,535000,,
The Hangover Part III,5.0,2013.0,5.8,336000,,United States
The Happening,6.0,2008.0,5.0,217000,,
The Happytime Murders,8.0,2018.0,5.5,30000,,
The Hate U Give,10.0,2018.0,7.5,40000,,
The Hateful Eight,12.0,2015.0,7.8,661000,,
The Haunted Mansion,11.0,2003.0,5.2,57000,,
The Haunting of Molly Hartley,10.0,2008.0,3.9,10000,,
The Heat,6.0,2013.0,6.6,181000,,
The Hebrew Hammer,12.0,2003.0,6.1,51000,,United States
The Help,8.0,2011.0,8.1,493000,,
The Hills Have Eyes,3.0,2006.0,6.4,183000,,
The Hills Have Eyes 2,3.0,2007.0,5.1,68000,,United States Morocco
The Hills Have Eyes II,3.0,2007.0,,,,
The History Boys,11.0,2006.0,6.8,21000,,
The Hitchhiker's Guide to the Galaxy,4.0,2005.0,6.7,209000,,
The Hitman's Bodyguard,8.0,2017.0,6.9,247000,,United States Hong Kong Bulgaria Netherlands Canada United Kingdom France
The Hitman’s Bodyguard,8.0,2017.0,,,,
The Hoax,4.0,2007.0,6.7,17000,,
The Hobbit: An Unexpected Journey,12.0,2012.0,7.8,874000,,
The Hobbit: The Battle of the Five Armies,12.0,2014.0,7.4,573000,,
The Hobbit: The Desolation of Smaug,12.0,2013.0,7.8,706000,,
The Holiday,12.0,2006.0,6.9,323000,,
The Home Teachers,1.0,2004.0,4.2,384,,United States
The Homesman,11.0,2014.0,6.6,36000,,
The Honeymooners,6.0,2005.0,3.4,76000,,
The Host,3.0,2013.0,5.8,119000,,
The Hours,12.0,2002.0,7.5,139000,,
The House,6.0,2017.0,5.6,47000,,
The House Bunny,8.0,2008.0,5.5,90000,,
The House of Mirth,12.0,2000.0,7.0,81000,,
The House with a Clock in Its Walls,9.0,2018.0,6.1,55000,,United States Canada India
The House with a Clock in its Walls,9.0,2018.0,,,,
The Human Stain,10.0,2003.0,6.2,32000,,
The Hundred-Foot Journey,8.0,2014.0,7.3,88000,,
The Hunger Games,3.0,2012.0,7.2,1000000,,
The Hunger Games: Catching Fire,11.0,2013.0,7.5,722000,,
The Hunger Games: Mockingjay - Part 1,11.0,2014.0,6.6,504000,,
The Hunger Games: Mockingjay - Part 2,11.0,2015.0,6.5,374000,,
The Hunger Games: The Ballad of Songbirds & Snakes,11.0,2023.0,6.7,119000,Action Adventure Drama Sci-Fi Thriller War,
The Hunted,3.0,2003.0,6.1,51000,,
The Hunting Party,9.0,2007.0,6.8,26000,,
The Huntsman: Winter's War,4.0,2016.0,6.1,120000,,United States China
The Huntsman: Winter’s War,4.0,2016.0,,,,
The Hurricane Heist,3.0,2018.0,5.1,22000,,
The Hurt Locker,6.0,2009.0,7.5,474000,,
The Hustle,5.0,2019.0,5.4,66000,,
The Ides of March,10.0,2011.0,7.1,231000,,
The Illusionist,8.0,2006.0,7.5,390000,,
The Imaginarium of Doctor Parnassus,12.0,2009.0,6.8,154000,,
The Imitation Game,11.0,2014.0,8.0,826000,,
The Immigrant,5.0,2014.0,6.6,34000,,
The Importance of Being Earnest,5.0,2002.0,6.8,25000,,
The Impossible,12.0,2012.0,7.5,244000,,
The In Crowd,7.0,2000.0,,,,
The Inbetweeners,9.0,2012.0,6.7,87000,,
The Incredible Burt Wonderstone,3.0,2013.0,5.9,76000,,
The Incredible Hulk,6.0,2008.0,6.6,524000,,
The Incredibles,11.0,2004.0,8.0,810000,,
The Infiltrator,7.0,2016.0,7.0,79000,,
The Informant!,9.0,2009.0,6.5,67000,,
The Intern,9.0,2015.0,7.1,275000,,
The International,2.0,2009.0,6.5,100000,,
The Internship,6.0,2013.0,6.3,215000,,
The Interpreter,4.0,2005.0,6.4,111000,,
The Interview,12.0,2014.0,6.5,355000,,
The Intruder,12.0,2005.0,6.7,21000,,
The Invasion,8.0,2007.0,5.9,83000,,
The Invention of Lying,10.0,2009.0,6.4,149000,,
The Iron Claw,12.0,2023.0,7.7,60000,Biography Drama Sport,
The Iron Lady,12.0,2011.0,6.4,114000,,
The Island,7.0,2005.0,6.8,328000,,
The Italian Job,5.0,2003.0,7.0,389000,,
The Jacket,3.0,2005.0,7.1,119000,,
The Janky Promoters,10.0,2009.0,5.1,17000,,United States
The Joneses,4.0,2010.0,6.4,42000,,United States
The Judge,10.0,2014.0,7.4,204000,,
The Jungle Book,4.0,2016.0,7.4,292000,,
The Jungle Book 2,2.0,2003.0,5.3,18000,,
The Karate Kid,6.0,2010.0,6.2,206000,,
The Kid,3.0,2019.0,5.9,95000,,
The Kid Who Would Be King,1.0,2019.0,6.1,19000,,
The Kids Are All Right,7.0,2010.0,7.0,134000,,
The Killer Inside Me,6.0,2010.0,6.1,36000,,
The King's Speech,4.0,2011.0,8.0,708000,,United States United Kingdom
The Kingdom,9.0,2007.0,7.0,132000,,
The King’s Speech,1.0,2011.0,,,,
The Kitchen,8.0,2019.0,5.6,23000,,
The Kite Runner,12.0,2007.0,7.6,83000,,
The LEGO Movie 2: The Second Part,2.0,2019.0,,,,
The Ladies Man,10.0,2000.0,5.2,14000,Comedy,
The Lady in the Van,12.0,2015.0,6.7,32000,,
The Ladykillers,3.0,2004.0,6.2,109000,,
The Lake House,6.0,2006.0,6.8,158000,,
The Last Airbender,7.0,2010.0,4.0,175000,,
The Last Castle,10.0,2001.0,6.9,85000,,
The Last Exorcism,8.0,2010.0,5.7,52000,,
The Last Exorcism Part II,3.0,2013.0,4.0,17000,,
The Last Godfather,4.0,2011.0,3.5,13000,,South Korea United States
The Last House on the Left,3.0,2009.0,6.5,101000,,
The Last King of Scotland,9.0,2006.0,7.6,196000,,
The Last Kiss,9.0,2006.0,6.4,42000,,
The Last Legion,8.0,2007.0,5.4,37000,,
The Last Samurai,12.0,2003.0,7.8,472000,,
The Last Sin Eater,2.0,2007.0,5.7,2000,,United States
The Last Song,3.0,2010.0,6.0,93000,,
The Last Stand,1.0,2013.0,6.3,145000,,
The Last Station,1.0,2010.0,6.9,19000,,
The Last Voyage of the Demeter,8.0,2023.0,6.1,50000,,
The Last Witch Hunter,10.0,2015.0,5.9,110000,,
The Lazarus Effect,2.0,2015.0,5.2,46000,,
The League of Extraordinary Gentlemen,7.0,2003.0,5.8,184000,,
The Legend of Bagger Vance,11.0,2000.0,6.7,60000,,
The Legend of Drunken Master,10.0,2000.0,,,,
The Legend of Hercules,1.0,2014.0,4.3,56000,,
The Legend of Tarzan,7.0,2016.0,6.2,189000,,
The Legend of Zorro,10.0,2005.0,5.9,108000,,
The Lego Batman Movie,2.0,2017.0,7.3,173000,,
The Lego Movie,2.0,2014.0,7.7,389000,,
The Lego Movie 2: The Second Part,2.0,2019.0,6.5,77000,,Denmark Norway Australia United States
The Lego Ninjago Movie,9.0,2017.0,6.0,30000,,
The Libertine,11.0,2005.0,6.2,38000,,
The Life Aquatic with Steve Zissou,12.0,2004.0,7.2,211000,,
The Life Before Her Eyes,4.0,2008.0,6.2,15000,,United States
The Life of David Gale,2.0,2003.0,7.5,126000,,
