month,year,mpaa,budget,runtime,screens,domestic_box_office,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
7.0,2014.0,4,15000000.0,122.0,801.0,17237855.0,239.0,83.72,175,0.0,-0.4649660331393249,-0.48965529659885554,0.5508774971666491,0.09580422160164176,1.7219349703504572,-0.056917676421914865,0.7964848192783651
4.0,2010.0,4,35000000.0,95.0,3332.0,63075011.0,209.0,16.51,192,0.0,-0.2706027180615294,-0.841977531711441,1.7668169657243449,-0.3224739924674645,0.9345940162412405,0.08574868105301302,0.3996064424100447
8.0,2009.0,4,14000000.0,98.0,2159.0,15515460.0,161.0,62.14,192,0.0,-0.3796146355871763,-0.4737724152531174,1.2276775000143496,0.20196738734288658,0.027585643850335243,-0.23280778989601245,0.9638200237417673
6.0,2006.0,3,10000000.0,105.0,767.0,20342852.0,236.0,80.03,192,0.0,-0.5083873328454908,-1.2029777602733898,-1.0578598824905523,0.2073798797386111,-0.425767676741812,-0.7363229594174783,0.6608167654669451
4.0,2018.0,3,17000000.0,95.0,3808.0,188024361.0,440.0,94.25,192,0.0,-0.3796126316733912,-0.1427386510665132,1.206672018207798,-0.27347232514804454,-1.1276576379056529,0.3800931755511912,0.5500838667569522
7.0,2006.0,4,20000000.0,100.0,263.0,5501616.0,221.0,68.75,192,0.0,0.6927129928758455,-0.7320309721737873,0.909500390911117,-0.20136919734248485,1.9951368274132253,-0.4477614654012528,0.7357016126649764
12.0,2004.0,2,140000000.0,108.0,3623.0,118634549.0,37.0,62.0,110,0.0,1.8899075810468964,-0.2540876270098755,-0.3200012880698838,-0.49268290403338943,-0.29388947045833225,-0.09203860974782144,-0.4434929629850262
10.0,2009.0,4,7000000.0,106.0,262.0,9228788.0,262.0,88.85,192,0.0,-0.43229430843835875,-0.7525965338397491,-0.5736064897143689,-0.10135303246019595,-0.2596696863565511,0.016528411102002028,0.2880477015154483
9.0,2018.0,4,20000000.0,117.0,3102.0,53548586.0,298.0,81.66,192,0.0,-0.32733504172240824,-0.5670804500803438,0.7643983195175799,-0.7693082004407726,1.8880692215265564,-0.6713812934581492,-0.8336583752479062
12.0,2009.0,4,7000000.0,100.0,354.0,9176000.0,233.0,84.65,192,0.0,-0.5956195472803218,-0.718728555877521,0.23720285875852262,0.07865949484430673,1.5157992313484978,-0.47427478150168456,1.0617129474326064
9.0,2005.0,3,80000000.0,110.0,816.0,1900451.0,125.0,9.74,192,0.0,0.13089865948218948,1.937379599666655,0.7161796426126219,-0.3876941932382704,-1.2007185111896486,0.0067972646265430075,-0.2769040122763997
10.0,2018.0,4,36000000.0,136.0,3904.0,215288866.0,598.0,89.8,192,0.0,-0.5230753838772262,-0.8660312468299417,-0.49018242343357715,0.2110017264531207,-0.6202506362043219,-0.2891707150859443,0.9380062464702931
3.0,2012.0,3,40000000.0,91.0,1895.0,18450127.0,76.0,6.16,192,0.0,-0.13314925999187527,-0.7695995138553686,-0.4774370724451851,-0.0756495027786464,-0.3943223908576222,-0.12588597851831626,0.4207560067841045
11.0,2011.0,4,19000000.0,90.0,2875.0,35061031.0,158.0,66.72,192,1.0,0.17637988216931724,0.12097253240228938,-0.6078945228353094,-0.44980719138997893,-0.4898950568278498,-0.22480081414292244,-0.7624247383851557
11.0,2004.0,4,56600000.0,133.0,219.0,6524389.0,186.0,78.37,84,0.0,-0.4379168153180125,-0.9072387432079067,0.2598633848838349,1.4490237483041328,-0.6016780657885288,-0.9823947644308271,0.4232344834068826
9.0,2014.0,4,28000000.0,114.0,2714.0,26307600.0,200.0,66.02,192,0.0,-0.46042180146288053,0.5709331791117047,0.7342066069729452,0.2844638511805482,1.9520115591426308,-0.38990376380509195,1.1146742402969039
9.0,2015.0,4,8000000.0,104.0,2158.0,29504281.0,195.0,46.77,192,0.0,0.18189674661469657,-0.1501677561338675,-0.6674570452847642,0.3337251312341496,-0.35321757636161133,1.5167763794757552,0.3581849302119139
1.0,2002.0,2,11800000.0,101.0,2420.0,41281092.0,131.0,30.19,192,0.0,-0.5847440955718413,-0.6741569527017205,-0.3834831706251182,0.1741126122282133,-0.6087716583363125,-0.14512962536943633,0.8683004702768145
3.0,2018.0,2,103000000.0,120.0,3980.0,100478608.0,396.0,44.31,192,0.0,1.8660366718515884,0.06881139942909363,0.14813329605653064,0.17855003580524778,-0.6091897744665932,0.38960141015032823,1.4539070318786096
6.0,2001.0,3,100000000.0,146.0,3242.0,78616689.0,32.0,65.0,233,0.0,0.15250897297400925,0.4438715588412586,-0.13975993870889505,0.22142574844865834,-0.8051953608361108,0.2568392057552272,1.1349752564784803
3.0,2006.0,3,20000000.0,107.0,1602.0,21170563.0,110.0,62.23,192,0.0,-0.48392337730834967,-1.3353876773729438,-1.0312469314981239,-0.23334447199451913,1.2899770148784715,-0.5699990719236312,0.5503512615510524
10.0,2002.0,3,25000000.0,99.0,2347.0,10727683.0,137.0,19.8,214,0.0,-0.5102681497281731,-0.7028456745317829,0.9140028616062233,0.18482266058555155,-0.17855009515162418,-0.6501648949757822,1.2290481518960081
9.0,2011.0,3,35000000.0,106.0,3118.0,28087155.0,129.0,8.1,192,0.0,-0.4777775350392716,0.7327767692380122,0.7714731575401147,0.43619967818244365,0.18475014103763843,-0.3647744755757361,1.1873045846090193
9.0,2019.0,2,75000000.0,97.0,4248.0,60761390.0,197.0,79.02,66,0.0,2.9120302518479724,-0.434424335125594,-0.1392358433053839,-0.30336646932799477,-0.01448779354120422,-0.09435973298074357,-0.45650832932865454
2.0,2014.0,4,13000000.0,100.0,2253.0,48637684.0,127.0,66.58,192,0.0,-0.5498202352834642,-0.6056213974026391,-0.8094958005547184,-0.6454271485535504,-0.5155494987650829,-0.5585738407022172,-0.8565475844007433
12.0,2002.0,4,30000000.0,125.0,1240.0,65016287.0,245.0,85.0,192,0.0,-0.4540905814308443,-0.445083693423055,-0.06980853221699171,0.19125733898554834,-0.40263591933435294,0.2722274797103332,0.6030723421225733
9.0,2013.0,4,12000000.0,123.0,175.0,15323921.0,201.0,68.29,175,0.0,-0.2527498230398032,-0.6072381913959835,-0.7489897566564971,-0.2411010504791078,-0.822536274296613,-0.47504727903271704,0.8585360751244238
5.0,2002.0,3,30000000.0,101.0,1756.0,41385278.0,223.0,89.93,175,0.0,-0.5629478225793557,-0.9816697931184146,-0.8872811281224954,-0.11849775921753097,-0.4658054253585106,-0.4008286939777675,0.5532758296696895
6.0,2012.0,4,69000000.0,105.0,3109.0,37519139.0,229.0,35.22,192,0.0,-0.17655584647618064,1.031421367386722,0.8823004663737091,-0.39215907301983083,-0.9328117741889617,-0.12022885103866926,-0.6760986213636503
8.0,2006.0,3,23000000.0,93.0,2917.0,36580083.0,143.0,39.7,192,0.0,-0.41916672114246734,-0.3765481381239736,-0.495821162146592,-0.6282824217962154,-0.3094137597631234,-0.14121673562244771,-1.1217757125549845
3.0,2018.0,4,20000000.0,120.0,2006.0,43549096.0,52.0,21.77,192,0.0,-0.5495502821923288,-0.645974505132722,1.5088280055536674,-0.08602752134426431,-0.7544057608907624,-0.4094756019968395,0.9088028761930228
9.0,2007.0,3,45000000.0,133.0,964.0,24343673.0,206.0,53.42,191,0.0,-0.04119971766630519,-0.9722240086570585,-0.19790456284879396,2.2550290861860107,-0.704828389227879,-0.18146575628154119,-0.22771922004275963
2.0,2012.0,4,12000000.0,110.0,3053.0,70012847.0,177.0,30.31,192,0.0,0.07230967356515375,1.665185462535004,0.10146477536706491,1.4538019778498816,-0.1842058200956163,-1.041330036475144,-0.49764356246408936
6.0,2018.0,4,19000000.0,85.0,2032.0,5059608.0,69.0,21.51,192,0.0,-0.41916672114246734,-0.3765481381239736,-0.495821162146592,-0.6282824217962154,-0.3094137597631234,-0.14121673562244771,-1.1217757125549845
9.0,2019.0,3,90000000.0,124.0,3460.0,50188370.0,453.0,82.63,26,0.0,0.22698491881767732,0.4151828370111962,1.157726093522447,0.23213579680599658,-0.37497379765142247,-0.24819606385111856,1.495722938097674
12.0,2002.0,4,19000000.0,115.0,672.0,22498520.0,40.0,83.0,192,0.0,-0.43229430843835875,-0.7525965338397491,-0.5736064897143689,-0.10135303246019595,-0.2596696863565511,0.016528411102002028,0.2880477015154483
10.0,2014.0,4,5000000.0,106.0,1037.0,17390770.0,23.0,16.78,192,0.0,-0.6129752808567129,-0.5568849657512134,0.2744694093256922,0.2303953218462023,-0.251462186756494,-0.44914549327232867,1.134343291744722
3.0,2013.0,3,13000000.0,117.0,2161.0,18007317.0,194.0,39.21,192,0.0,-0.5629478225793557,-0.9816697931184146,-0.8872811281224954,-0.11849775921753097,-0.4658054253585106,-0.4008286939777675,0.5532758296696895
6.0,2018.0,3,35000000.0,96.0,3015.0,31445012.0,234.0,67.28,192,0.0,-0.09694712525575291,1.2520929964457979,-0.2755854887189381,0.8997057763801051,-0.18784557957425105,0.9191357894217007,1.4279650813084395
4.0,2009.0,4,9800000.0,107.0,1876.0,16044025.0,251.0,86.37,192,0.0,-0.5629478225793557,-0.9816697931184146,-0.8872811281224954,-0.11849775921753097,-0.4658054253585106,-0.4008286939777675,0.5532758296696895
4.0,2019.0,3,14000000.0,120.0,2138.0,12138565.0,47.0,20.04,192,0.0,-0.5847440955718413,-0.6741569527017205,-0.3834831706251182,0.1741126122282133,-0.6087716583363125,-0.14512962536943633,0.8683004702768145
5.0,2013.0,3,130000000.0,100.0,3401.0,60522097.0,253.0,15.4,192,0.0,0.06747366081780536,2.0264691390481637,-0.5181789536153532,-0.07127135004780388,-0.6977749370553799,-0.032872626648946246,-0.051363596724700554
11.0,2004.0,3,60000000.0,97.0,2819.0,28331233.0,169.0,21.79,17,0.0,-0.5131014743140629,0.29210906052507296,-1.0670773827557736,-0.01885656862253439,1.6647562289357436,-0.14056756280707744,0.43890191807058476
2.0,2004.0,3,39000000.0,111.0,1601.0,5884190.0,169.0,17.11,123,0.0,-0.6564563661426757,-0.39263396585063604,-0.4622659822030954,-0.09063172910072384,-0.4882062705203469,2.5906218983640614,0.6049785379786947
3.0,2003.0,2,28000000.0,102.0,3369.0,47938330.0,127.0,38.57,55,0.0,1.3510706672988402,0.6958196750424074,-0.5653636568377883,-0.39675198701662345,1.9163628819128928,-0.8280931670192445,0.10592389792360264
